onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	6	1	5	312	10
14	2	0	0	17	1	6	336	11
22	2	0	0	5	1	5	312	9
26	2	0	0	15	1	4	288	7
30	2	0	0	7	2	7	48	13
34	2	0	0	11	2	11	144	21
38	2	0	0	12	2	11	144	22
46	2	0	0	16	1	4	288	8
50	2	0	0	19	2	8	72	15
54	2	0	0	14	1	2	240	4
62	2	0	0	3	1	3	264	5
66	2	0	0	10	2	9	96	18
70	2	0	0	13	1	2	240	3
74	2	0	0	9	2	9	96	17
78	2	0	0	21	2	10	120	19
86	2	0	0	1	1	1	216	1
90	2	0	0	4	1	3	264	6
94	2	0	0	23	2	12	168	23
98	2	0	0	24	2	12	168	24
102	2	0	0	8	2	7	48	14
106	2	0	0	20	2	8	72	16
110	2	0	0	22	2	10	120	20
118	2	0	0	18	1	6	336	12
122	2	0	0	2	1	1	216	2
126	2	0	0	15	1	4	288	7
134	2	0	0	22	2	10	120	20
138	2	0	0	19	2	8	72	15
146	2	0	0	16	1	4	288	8
150	2	0	0	13	1	2	240	3
154	2	0	0	12	2	11	144	22
158	2	0	0	17	1	6	336	11
162	2	0	0	24	2	12	168	24
166	2	0	0	20	2	8	72	16
170	2	0	0	2	1	1	216	2
174	2	0	0	21	2	10	120	19
182	2	0	0	14	1	2	240	4
190	2	0	0	6	1	5	312	10
194	2	0	0	9	2	9	96	17
198	2	0	0	8	2	7	48	14
206	2	0	0	1	1	1	216	1
210	2	0	0	10	2	9	96	18
214	2	0	0	5	1	5	312	9
222	2	0	0	7	2	7	48	13
226	2	0	0	3	1	3	264	5
234	2	0	0	23	2	12	168	23
238	2	0	0	18	1	6	336	12
242	2	0	0	11	2	11	144	21
246	2	0	0	4	1	3	264	6
