onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	5	1	5	120	9
14	2	0	0	22	2	10	288	20
18	2	0	0	7	2	7	216	13
26	2	0	0	1	1	1	24	1
30	2	0	0	4	1	3	72	6
34	2	0	0	11	2	11	312	21
38	2	0	0	12	2	11	312	22
42	2	0	0	15	1	4	96	7
46	2	0	0	20	2	8	240	16
54	2	0	0	23	2	12	336	23
58	2	0	0	24	2	12	336	24
62	2	0	0	6	1	5	120	10
66	2	0	0	9	2	9	264	17
74	2	0	0	3	1	3	72	5
82	2	0	0	16	1	4	96	8
86	2	0	0	19	2	8	240	15
90	2	0	0	13	1	2	48	3
94	2	0	0	8	2	7	216	14
102	2	0	0	2	1	1	24	2
106	2	0	0	18	1	6	144	12
110	2	0	0	14	1	2	48	4
118	2	0	0	10	2	9	264	18
122	2	0	0	17	1	6	144	11
126	2	0	0	21	2	10	288	19
130	2	0	0	21	2	10	288	19
134	2	0	0	12	2	11	312	22
138	2	0	0	4	1	3	72	6
142	2	0	0	20	2	8	240	16
146	2	0	0	17	1	6	144	11
150	2	0	0	15	1	4	96	7
158	2	0	0	11	2	11	312	21
162	2	0	0	18	1	6	144	12
166	2	0	0	23	2	12	336	23
170	2	0	0	24	2	12	336	24
178	2	0	0	2	1	1	24	2
182	2	0	0	1	1	1	24	1
186	2	0	0	5	1	5	120	9
194	2	0	0	16	1	4	96	8
198	2	0	0	3	1	3	72	5
202	2	0	0	6	1	5	120	10
210	2	0	0	8	2	7	216	14
214	2	0	0	10	2	9	264	18
218	2	0	0	22	2	10	288	20
222	2	0	0	7	2	7	216	13
226	2	0	0	19	2	8	240	15
234	2	0	0	9	2	9	264	17
238	2	0	0	13	1	2	48	3
246	2	0	0	14	1	2	48	4
