onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	24	2	12	264	24
14	2	0	0	5	1	5	48	9
18	2	0	0	17	1	6	72	11
22	2	0	0	6	1	5	48	10
26	2	0	0	21	2	10	216	19
30	2	0	0	18	1	6	72	12
34	2	0	0	3	1	3	360	5
38	2	0	0	14	1	2	336	4
46	2	0	0	19	2	8	168	15
50	2	0	0	9	2	9	192	17
54	2	0	0	2	1	1	312	2
58	2	0	0	23	2	12	264	23
62	2	0	0	12	2	11	240	22
66	2	0	0	20	2	8	168	16
70	2	0	0	8	2	7	144	14
74	2	0	0	13	1	2	336	3
78	2	0	0	1	1	1	312	1
82	2	0	0	7	2	7	144	13
86	2	0	0	11	2	11	240	21
90	2	0	0	15	1	4	24	7
98	2	0	0	10	2	9	192	18
102	2	0	0	16	1	4	24	8
110	2	0	0	4	1	3	360	6
114	2	0	0	22	2	10	216	20
122	2	0	0	11	2	11	240	21
130	2	0	0	12	2	11	240	22
138	2	0	0	7	2	7	144	13
142	2	0	0	9	2	9	192	17
150	2	0	0	2	1	1	312	2
154	2	0	0	1	1	1	312	1
162	2	0	0	17	1	6	72	11
170	2	0	0	6	1	5	48	10
178	2	0	0	4	1	3	360	6
182	2	0	0	15	1	4	24	7
186	2	0	0	13	1	2	336	3
190	2	0	0	20	2	8	168	16
194	2	0	0	5	1	5	48	9
198	2	0	0	10	2	9	192	18
202	2	0	0	22	2	10	216	20
210	2	0	0	14	1	2	336	4
218	2	0	0	21	2	10	216	19
222	2	0	0	3	1	3	360	5
226	2	0	0	19	2	8	168	15
230	2	0	0	16	1	4	24	8
234	2	0	0	24	2	12	264	24
238	2	0	0	23	2	12	264	23
242	2	0	0	18	1	6	72	12
246	2	0	0	8	2	7	144	14
