onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	14	1	2	336	4
22	4	0	0	5	1	5	48	9
28	4	0	0	8	2	7	144	14
34	4	0	0	11	2	11	240	21
40	4	0	0	7	2	7	144	13
46	4	0	0	22	2	10	216	20
52	4	0	0	6	1	5	48	10
64	4	0	0	15	1	4	24	7
70	4	0	0	18	1	6	72	12
76	4	0	0	3	1	3	360	5
88	4	0	0	17	1	6	72	11
94	4	0	0	12	2	11	240	22
106	4	0	0	16	1	4	24	8
118	4	0	0	13	1	2	336	3
124	4	0	0	2	1	1	312	2
136	4	0	0	19	2	8	168	15
148	4	0	0	21	2	10	216	19
160	4	0	0	23	2	12	264	23
172	4	0	0	10	2	9	192	18
178	4	0	0	20	2	8	168	16
184	4	0	0	1	1	1	312	1
190	4	0	0	9	2	9	192	17
196	4	0	0	24	2	12	264	24
202	4	0	0	4	1	3	360	6
214	4	0	0	13	1	2	336	3
220	4	0	0	6	1	5	48	10
226	4	0	0	9	2	9	192	17
232	4	0	0	24	2	12	264	24
238	4	0	0	12	2	11	240	22
244	4	0	0	7	2	7	144	13
250	4	0	0	18	1	6	72	12
256	4	0	0	22	2	10	216	20
262	4	0	0	17	1	6	72	11
268	4	0	0	8	2	7	144	14
274	4	0	0	5	1	5	48	9
280	4	0	0	4	1	3	360	6
286	4	0	0	10	2	9	192	18
292	4	0	0	16	1	4	24	8
298	4	0	0	11	2	11	240	21
310	4	0	0	23	2	12	264	23
316	4	0	0	15	1	4	24	7
322	4	0	0	21	2	10	216	19
328	4	0	0	1	1	1	312	1
334	4	0	0	2	1	1	312	2
346	4	0	0	3	1	3	360	5
352	4	0	0	19	2	8	168	15
358	4	0	0	20	2	8	168	16
364	4	0	0	14	1	2	336	4
