onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	9	2	9	144	17
18	2	0	0	17	1	6	24	11
22	2	0	0	4	1	3	312	6
26	2	0	0	10	2	9	144	18
30	2	0	0	6	1	5	360	10
34	2	0	0	1	1	1	264	1
38	2	0	0	15	1	4	336	7
46	2	0	0	16	1	4	336	8
50	2	0	0	11	2	11	192	21
54	2	0	0	24	2	12	216	24
58	2	0	0	3	1	3	312	5
66	2	0	0	20	2	8	120	16
70	2	0	0	13	1	2	288	3
74	2	0	0	18	1	6	24	12
78	2	0	0	8	2	7	96	14
82	2	0	0	19	2	8	120	15
86	2	0	0	2	1	1	264	2
90	2	0	0	22	2	10	168	20
94	2	0	0	7	2	7	96	13
102	2	0	0	14	1	2	288	4
106	2	0	0	5	1	5	360	9
110	2	0	0	21	2	10	168	19
114	2	0	0	12	2	11	192	22
122	2	0	0	23	2	12	216	23
126	2	0	0	23	2	12	216	23
130	2	0	0	4	1	3	312	6
134	2	0	0	2	1	1	264	2
142	2	0	0	13	1	2	288	3
150	2	0	0	16	1	4	336	8
154	2	0	0	8	2	7	96	14
162	2	0	0	9	2	9	144	17
170	2	0	0	20	2	8	120	16
174	2	0	0	15	1	4	336	7
178	2	0	0	19	2	8	120	15
182	2	0	0	24	2	12	216	24
186	2	0	0	1	1	1	264	1
194	2	0	0	5	1	5	360	9
198	2	0	0	10	2	9	144	18
206	2	0	0	12	2	11	192	22
214	2	0	0	3	1	3	312	5
218	2	0	0	7	2	7	96	13
222	2	0	0	17	1	6	24	11
226	2	0	0	21	2	10	168	19
230	2	0	0	6	1	5	360	10
234	2	0	0	14	1	2	288	4
238	2	0	0	22	2	10	168	20
242	2	0	0	18	1	6	24	12
246	2	0	0	11	2	11	192	21
