onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	16	1	4	48	8
18	2	0	0	19	2	8	192	15
22	2	0	0	7	2	7	168	13
30	2	0	0	2	1	1	336	2
38	2	0	0	15	1	4	48	7
42	2	0	0	23	2	12	288	23
50	2	0	0	4	1	3	24	6
54	2	0	0	12	2	11	264	22
58	2	0	0	22	2	10	240	20
62	2	0	0	21	2	10	240	19
70	2	0	0	6	1	5	72	10
74	2	0	0	10	2	9	216	18
78	2	0	0	24	2	12	288	24
82	2	0	0	9	2	9	216	17
86	2	0	0	17	1	6	96	11
94	2	0	0	20	2	8	192	16
98	2	0	0	1	1	1	336	1
102	2	0	0	18	1	6	96	12
106	2	0	0	13	1	2	360	3
110	2	0	0	11	2	11	264	21
118	2	0	0	8	2	7	168	14
122	2	0	0	14	1	2	360	4
126	2	0	0	3	1	3	24	5
130	2	0	0	5	1	5	72	9
138	2	0	0	21	2	10	240	19
146	2	0	0	11	2	11	264	21
150	2	0	0	9	2	9	216	17
158	2	0	0	10	2	9	216	18
162	2	0	0	8	2	7	168	14
166	2	0	0	3	1	3	24	5
170	2	0	0	20	2	8	192	16
174	2	0	0	16	1	4	48	8
178	2	0	0	24	2	12	288	24
186	2	0	0	19	2	8	192	15
190	2	0	0	17	1	6	96	11
194	2	0	0	18	1	6	96	12
198	2	0	0	5	1	5	72	9
202	2	0	0	12	2	11	264	22
206	2	0	0	13	1	2	360	3
210	2	0	0	7	2	7	168	13
214	2	0	0	1	1	1	336	1
222	2	0	0	23	2	12	288	23
226	2	0	0	2	1	1	336	2
230	2	0	0	22	2	10	240	20
234	2	0	0	4	1	3	24	6
238	2	0	0	15	1	4	48	7
242	2	0	0	6	1	5	72	10
246	2	0	0	14	1	2	360	4
