onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	18	1	6	48	12
14	2	0	0	12	2	11	216	22
18	2	0	0	14	1	2	312	4
22	2	0	0	20	2	8	144	16
26	2	0	0	3	1	3	336	5
30	2	0	0	7	2	7	120	13
38	2	0	0	10	2	9	168	18
42	2	0	0	6	1	5	24	10
50	2	0	0	23	2	12	240	23
54	2	0	0	13	1	2	312	3
58	2	0	0	19	2	8	144	15
62	2	0	0	24	2	12	240	24
66	2	0	0	2	1	1	288	2
70	2	0	0	22	2	10	192	20
74	2	0	0	1	1	1	288	1
78	2	0	0	5	1	5	24	9
86	2	0	0	4	1	3	336	6
94	2	0	0	16	1	4	360	8
98	2	0	0	9	2	9	168	17
102	2	0	0	8	2	7	120	14
106	2	0	0	15	1	4	360	7
110	2	0	0	17	1	6	48	11
114	2	0	0	21	2	10	192	19
122	2	0	0	11	2	11	216	21
130	2	0	0	4	1	3	336	6
134	2	0	0	19	2	8	144	15
142	2	0	0	17	1	6	48	11
146	2	0	0	6	1	5	24	10
150	2	0	0	16	1	4	360	8
154	2	0	0	18	1	6	48	12
162	2	0	0	20	2	8	144	16
166	2	0	0	9	2	9	168	17
170	2	0	0	7	2	7	120	13
174	2	0	0	23	2	12	240	23
178	2	0	0	10	2	9	168	18
182	2	0	0	8	2	7	120	14
186	2	0	0	1	1	1	288	1
190	2	0	0	24	2	12	240	24
198	2	0	0	13	1	2	312	3
206	2	0	0	2	1	1	288	2
210	2	0	0	21	2	10	192	19
214	2	0	0	15	1	4	360	7
222	2	0	0	3	1	3	336	5
226	2	0	0	22	2	10	192	20
230	2	0	0	14	1	2	312	4
234	2	0	0	5	1	5	24	9
242	2	0	0	12	2	11	216	22
246	2	0	0	11	2	11	216	21
