onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	16	1	4	360	8
14	2	0	0	3	1	3	336	5
18	2	0	0	10	2	9	168	18
22	2	0	0	22	2	10	192	20
30	2	0	0	13	1	2	312	3
34	2	0	0	18	1	6	48	12
42	2	0	0	12	2	11	216	22
50	2	0	0	5	1	5	24	9
54	2	0	0	9	2	9	168	17
58	2	0	0	1	1	1	288	1
66	2	0	0	23	2	12	240	23
70	2	0	0	6	1	5	24	10
74	2	0	0	15	1	4	360	7
78	2	0	0	7	2	7	120	13
86	2	0	0	8	2	7	120	14
90	2	0	0	4	1	3	336	6
94	2	0	0	11	2	11	216	21
98	2	0	0	2	1	1	288	2
106	2	0	0	14	1	2	312	4
110	2	0	0	17	1	6	48	11
114	2	0	0	24	2	12	240	24
118	2	0	0	20	2	8	144	16
122	2	0	0	19	2	8	144	15
126	2	0	0	21	2	10	192	19
130	2	0	0	20	2	8	144	16
138	2	0	0	11	2	11	216	21
142	2	0	0	19	2	8	144	15
146	2	0	0	21	2	10	192	19
150	2	0	0	3	1	3	336	5
154	2	0	0	7	2	7	120	13
158	2	0	0	13	1	2	312	3
162	2	0	0	15	1	4	360	7
166	2	0	0	12	2	11	216	22
174	2	0	0	16	1	4	360	8
178	2	0	0	24	2	12	240	24
182	2	0	0	17	1	6	48	11
186	2	0	0	23	2	12	240	23
194	2	0	0	22	2	10	192	20
198	2	0	0	9	2	9	168	17
206	2	0	0	2	1	1	288	2
210	2	0	0	10	2	9	168	18
218	2	0	0	1	1	1	288	1
222	2	0	0	18	1	6	48	12
226	2	0	0	6	1	5	24	10
230	2	0	0	4	1	3	336	6
234	2	0	0	14	1	2	312	4
242	2	0	0	8	2	7	120	14
246	2	0	0	5	1	5	24	9
