onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	2	1	1	288	2
14	2	0	0	7	2	7	120	13
18	2	0	0	8	2	7	120	14
26	2	0	0	19	2	8	144	15
30	2	0	0	15	1	4	360	7
38	2	0	0	20	2	8	144	16
42	2	0	0	9	2	9	168	17
50	2	0	0	16	1	4	360	8
58	2	0	0	6	1	5	24	10
62	2	0	0	22	2	10	192	20
70	2	0	0	14	1	2	312	4
78	2	0	0	12	2	11	216	22
82	2	0	0	3	1	3	336	5
86	2	0	0	10	2	9	168	18
90	2	0	0	24	2	12	240	24
98	2	0	0	13	1	2	312	3
106	2	0	0	4	1	3	336	6
110	2	0	0	17	1	6	48	11
114	2	0	0	23	2	12	240	23
118	2	0	0	21	2	10	192	19
122	2	0	0	11	2	11	216	21
126	2	0	0	18	1	6	48	12
134	2	0	0	1	1	1	288	1
138	2	0	0	5	1	5	24	9
142	2	0	0	12	2	11	216	22
146	2	0	0	22	2	10	192	20
150	2	0	0	2	1	1	288	2
154	2	0	0	20	2	8	144	16
158	2	0	0	16	1	4	360	8
162	2	0	0	23	2	12	240	23
170	2	0	0	15	1	4	360	7
174	2	0	0	13	1	2	312	3
178	2	0	0	7	2	7	120	13
182	2	0	0	17	1	6	48	11
186	2	0	0	18	1	6	48	12
190	2	0	0	11	2	11	216	21
194	2	0	0	10	2	9	168	18
202	2	0	0	8	2	7	120	14
210	2	0	0	21	2	10	192	19
214	2	0	0	3	1	3	336	5
218	2	0	0	19	2	8	144	15
222	2	0	0	4	1	3	336	6
226	2	0	0	9	2	9	168	17
230	2	0	0	5	1	5	24	9
234	2	0	0	6	1	5	24	10
238	2	0	0	1	1	1	288	1
242	2	0	0	24	2	12	240	24
246	2	0	0	14	1	2	312	4
