onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	4	1	3	264	6
18	2	0	0	19	2	8	72	15
22	2	0	0	22	2	10	120	20
30	2	0	0	12	2	11	144	22
34	2	0	0	20	2	8	72	16
38	2	0	0	23	2	12	168	23
42	2	0	0	3	1	3	264	5
46	2	0	0	8	2	7	48	14
54	2	0	0	15	1	4	288	7
58	2	0	0	24	2	12	168	24
62	2	0	0	5	1	5	312	9
70	2	0	0	1	1	1	216	1
74	2	0	0	13	1	2	240	3
82	2	0	0	11	2	11	144	21
90	2	0	0	2	1	1	216	2
94	2	0	0	14	1	2	240	4
98	2	0	0	21	2	10	120	19
106	2	0	0	17	1	6	336	11
110	2	0	0	6	1	5	312	10
114	2	0	0	9	2	9	96	17
122	2	0	0	16	1	4	288	8
126	2	0	0	18	1	6	336	12
130	2	0	0	10	2	9	96	18
134	2	0	0	7	2	7	48	13
138	2	0	0	22	2	10	120	20
142	2	0	0	13	1	2	240	3
150	2	0	0	20	2	8	72	16
154	2	0	0	1	1	1	216	1
158	2	0	0	6	1	5	312	10
162	2	0	0	11	2	11	144	21
170	2	0	0	5	1	5	312	9
174	2	0	0	8	2	7	48	14
178	2	0	0	10	2	9	96	18
182	2	0	0	15	1	4	288	7
190	2	0	0	24	2	12	168	24
194	2	0	0	18	1	6	336	12
198	2	0	0	23	2	12	168	23
202	2	0	0	17	1	6	336	11
206	2	0	0	12	2	11	144	22
210	2	0	0	9	2	9	96	17
214	2	0	0	4	1	3	264	6
222	2	0	0	16	1	4	288	8
226	2	0	0	19	2	8	72	15
230	2	0	0	2	1	1	216	2
234	2	0	0	14	1	2	240	4
238	2	0	0	7	2	7	48	13
242	2	0	0	3	1	3	264	5
246	2	0	0	21	2	10	120	19
