onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	21	2	10	360	19
14	2	0	0	8	2	7	288	14
18	2	0	0	12	2	11	24	22
26	2	0	0	2	1	1	96	2
30	2	0	0	4	1	3	144	6
34	2	0	0	10	2	9	336	18
38	2	0	0	9	2	9	336	17
46	2	0	0	7	2	7	288	13
50	2	0	0	19	2	8	312	15
58	2	0	0	23	2	12	48	23
62	2	0	0	16	1	4	168	8
66	2	0	0	17	1	6	216	11
70	2	0	0	13	1	2	120	3
74	2	0	0	15	1	4	168	7
78	2	0	0	24	2	12	48	24
86	2	0	0	22	2	10	360	20
90	2	0	0	14	1	2	120	4
94	2	0	0	20	2	8	312	16
98	2	0	0	18	1	6	216	12
102	2	0	0	11	2	11	24	21
106	2	0	0	3	1	3	144	5
110	2	0	0	1	1	1	96	1
114	2	0	0	6	1	5	192	10
118	2	0	0	5	1	5	192	9
122	2	0	0	1	1	1	96	1
130	2	0	0	20	2	8	312	16
134	2	0	0	12	2	11	24	22
138	2	0	0	22	2	10	360	20
146	2	0	0	5	1	5	192	9
154	2	0	0	2	1	1	96	2
162	2	0	0	19	2	8	312	15
166	2	0	0	21	2	10	360	19
170	2	0	0	4	1	3	144	6
174	2	0	0	10	2	9	336	18
178	2	0	0	7	2	7	288	13
182	2	0	0	15	1	4	168	7
186	2	0	0	23	2	12	48	23
194	2	0	0	18	1	6	216	12
198	2	0	0	3	1	3	144	5
206	2	0	0	9	2	9	336	17
210	2	0	0	17	1	6	216	11
214	2	0	0	16	1	4	168	8
222	2	0	0	11	2	11	24	21
226	2	0	0	24	2	12	48	24
230	2	0	0	14	1	2	120	4
238	2	0	0	6	1	5	192	10
242	2	0	0	13	1	2	120	3
246	2	0	0	8	2	7	288	14
