onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	8	2	7	120	14
22	4	0	0	14	1	2	312	4
28	4	0	0	7	2	7	120	13
34	4	0	0	13	1	2	312	3
40	4	0	0	23	2	12	240	23
52	4	0	0	4	1	3	336	6
58	4	0	0	22	2	10	192	20
70	4	0	0	17	1	6	48	11
76	4	0	0	16	1	4	360	8
82	4	0	0	1	1	1	288	1
94	4	0	0	21	2	10	192	19
100	4	0	0	15	1	4	360	7
106	4	0	0	18	1	6	48	12
112	4	0	0	9	2	9	168	17
124	4	0	0	20	2	8	144	16
130	4	0	0	6	1	5	24	10
136	4	0	0	12	2	11	216	22
142	4	0	0	2	1	1	288	2
148	4	0	0	11	2	11	216	21
154	4	0	0	19	2	8	144	15
160	4	0	0	5	1	5	24	9
172	4	0	0	3	1	3	336	5
178	4	0	0	24	2	12	240	24
184	4	0	0	10	2	9	168	18
190	4	0	0	20	2	8	144	16
202	4	0	0	19	2	8	144	15
208	4	0	0	13	1	2	312	3
214	4	0	0	14	1	2	312	4
220	4	0	0	3	1	3	336	5
226	4	0	0	22	2	10	192	20
232	4	0	0	12	2	11	216	22
244	4	0	0	5	1	5	24	9
250	4	0	0	18	1	6	48	12
262	4	0	0	8	2	7	120	14
268	4	0	0	15	1	4	360	7
280	4	0	0	21	2	10	192	19
292	4	0	0	10	2	9	168	18
298	4	0	0	6	1	5	24	10
304	4	0	0	17	1	6	48	11
310	4	0	0	16	1	4	360	8
316	4	0	0	24	2	12	240	24
322	4	0	0	7	2	7	120	13
328	4	0	0	1	1	1	288	1
334	4	0	0	11	2	11	216	21
340	4	0	0	23	2	12	240	23
346	4	0	0	4	1	3	336	6
352	4	0	0	9	2	9	168	17
364	4	0	0	2	1	1	288	2
