onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	7	2	7	96	13
16	4	0	0	23	2	12	216	23
22	4	0	0	21	2	10	168	19
28	4	0	0	15	1	4	336	7
40	4	0	0	17	1	6	24	11
46	4	0	0	22	2	10	168	20
58	4	0	0	24	2	12	216	24
64	4	0	0	10	2	9	144	18
70	4	0	0	8	2	7	96	14
82	4	0	0	18	1	6	24	12
94	4	0	0	6	1	5	360	10
100	4	0	0	5	1	5	360	9
106	4	0	0	11	2	11	192	21
112	4	0	0	9	2	9	144	17
118	4	0	0	16	1	4	336	8
124	4	0	0	3	1	3	312	5
130	4	0	0	13	1	2	288	3
136	4	0	0	20	2	8	120	16
142	4	0	0	1	1	1	264	1
154	4	0	0	19	2	8	120	15
160	4	0	0	4	1	3	312	6
172	4	0	0	14	1	2	288	4
178	4	0	0	12	2	11	192	22
184	4	0	0	2	1	1	264	2
190	4	0	0	4	1	3	312	6
196	4	0	0	7	2	7	96	13
208	4	0	0	14	1	2	288	4
214	4	0	0	2	1	1	264	2
220	4	0	0	21	2	10	168	19
226	4	0	0	11	2	11	192	21
232	4	0	0	13	1	2	288	3
238	4	0	0	6	1	5	360	10
244	4	0	0	19	2	8	120	15
250	4	0	0	23	2	12	216	23
256	4	0	0	10	2	9	144	18
262	4	0	0	16	1	4	336	8
274	4	0	0	5	1	5	360	9
280	4	0	0	9	2	9	144	17
286	4	0	0	20	2	8	120	16
298	4	0	0	22	2	10	168	20
310	4	0	0	12	2	11	192	22
322	4	0	0	24	2	12	216	24
328	4	0	0	18	1	6	24	12
340	4	0	0	15	1	4	336	7
346	4	0	0	17	1	6	24	11
352	4	0	0	1	1	1	264	1
358	4	0	0	8	2	7	96	14
364	4	0	0	3	1	3	312	5
