onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	23	2	12	336	23
16	4	0	0	24	2	12	336	24
28	4	0	0	14	1	2	48	4
34	4	0	0	9	2	9	264	17
40	4	0	0	22	2	10	288	20
46	4	0	0	15	1	4	96	7
58	4	0	0	8	2	7	216	14
64	4	0	0	7	2	7	216	13
70	4	0	0	5	1	5	120	9
76	4	0	0	4	1	3	72	6
82	4	0	0	19	2	8	240	15
88	4	0	0	10	2	9	264	18
94	4	0	0	3	1	3	72	5
100	4	0	0	17	1	6	144	11
112	4	0	0	21	2	10	288	19
124	4	0	0	6	1	5	120	10
136	4	0	0	18	1	6	144	12
142	4	0	0	1	1	1	24	1
148	4	0	0	20	2	8	240	16
154	4	0	0	16	1	4	96	8
166	4	0	0	12	2	11	312	22
172	4	0	0	13	1	2	48	3
178	4	0	0	2	1	1	24	2
190	4	0	0	11	2	11	312	21
196	4	0	0	24	2	12	336	24
202	4	0	0	6	1	5	120	10
208	4	0	0	12	2	11	312	22
220	4	0	0	23	2	12	336	23
226	4	0	0	7	2	7	216	13
232	4	0	0	1	1	1	24	1
238	4	0	0	17	1	6	144	11
244	4	0	0	3	1	3	72	5
256	4	0	0	16	1	4	96	8
262	4	0	0	22	2	10	288	20
268	4	0	0	9	2	9	264	17
274	4	0	0	4	1	3	72	6
286	4	0	0	13	1	2	48	3
292	4	0	0	5	1	5	120	9
298	4	0	0	20	2	8	240	16
310	4	0	0	8	2	7	216	14
316	4	0	0	19	2	8	240	15
322	4	0	0	2	1	1	24	2
328	4	0	0	18	1	6	144	12
334	4	0	0	15	1	4	96	7
346	4	0	0	14	1	2	48	4
352	4	0	0	11	2	11	312	21
358	4	0	0	21	2	10	288	19
364	4	0	0	10	2	9	264	18
