onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	19	2	8	216	15
14	2	0	0	18	1	6	120	12
22	2	0	0	24	2	12	312	24
30	2	0	0	22	2	10	264	20
34	2	0	0	2	1	1	360	2
38	2	0	0	14	1	2	24	4
42	2	0	0	8	2	7	192	14
46	2	0	0	21	2	10	264	19
50	2	0	0	16	1	4	72	8
54	2	0	0	15	1	4	72	7
62	2	0	0	9	2	9	240	17
66	2	0	0	20	2	8	216	16
74	2	0	0	11	2	11	288	21
78	2	0	0	6	1	5	96	10
86	2	0	0	17	1	6	120	11
90	2	0	0	1	1	1	360	1
94	2	0	0	4	1	3	48	6
102	2	0	0	3	1	3	48	5
106	2	0	0	10	2	9	240	18
110	2	0	0	5	1	5	96	9
114	2	0	0	12	2	11	288	22
118	2	0	0	13	1	2	24	3
122	2	0	0	23	2	12	312	23
126	2	0	0	7	2	7	192	13
130	2	0	0	1	1	1	360	1
134	2	0	0	8	2	7	192	14
138	2	0	0	23	2	12	312	23
146	2	0	0	22	2	10	264	20
150	2	0	0	5	1	5	96	9
154	2	0	0	14	1	2	24	4
158	2	0	0	19	2	8	216	15
162	2	0	0	18	1	6	120	12
170	2	0	0	16	1	4	72	8
178	2	0	0	11	2	11	288	21
182	2	0	0	9	2	9	240	17
190	2	0	0	13	1	2	24	3
194	2	0	0	15	1	4	72	7
198	2	0	0	2	1	1	360	2
206	2	0	0	12	2	11	288	22
210	2	0	0	17	1	6	120	11
214	2	0	0	20	2	8	216	16
218	2	0	0	7	2	7	192	13
222	2	0	0	21	2	10	264	19
226	2	0	0	3	1	3	48	5
234	2	0	0	24	2	12	312	24
238	2	0	0	4	1	3	48	6
242	2	0	0	6	1	5	96	10
246	2	0	0	10	2	9	240	18
