onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	15	1	4	72	7
22	4	0	0	19	2	8	216	15
28	4	0	0	11	2	11	288	21
34	4	0	0	17	1	6	120	11
40	4	0	0	9	2	9	240	17
46	4	0	0	5	1	5	96	9
52	4	0	0	1	1	1	360	1
58	4	0	0	22	2	10	264	20
70	4	0	0	24	2	12	312	24
76	4	0	0	12	2	11	288	22
82	4	0	0	20	2	8	216	16
88	4	0	0	7	2	7	192	13
94	4	0	0	6	1	5	96	10
106	4	0	0	23	2	12	312	23
118	4	0	0	21	2	10	264	19
124	4	0	0	10	2	9	240	18
136	4	0	0	16	1	4	72	8
142	4	0	0	8	2	7	192	14
148	4	0	0	4	1	3	48	6
154	4	0	0	2	1	1	360	2
160	4	0	0	18	1	6	120	12
166	4	0	0	14	1	2	24	4
172	4	0	0	3	1	3	48	5
178	4	0	0	13	1	2	24	3
184	4	0	0	14	1	2	24	4
190	4	0	0	4	1	3	48	6
196	4	0	0	15	1	4	72	7
208	4	0	0	21	2	10	264	19
220	4	0	0	22	2	10	264	20
232	4	0	0	10	2	9	240	18
244	4	0	0	12	2	11	288	22
250	4	0	0	23	2	12	312	23
256	4	0	0	18	1	6	120	12
262	4	0	0	17	1	6	120	11
268	4	0	0	2	1	1	360	2
274	4	0	0	24	2	12	312	24
280	4	0	0	16	1	4	72	8
286	4	0	0	20	2	8	216	16
298	4	0	0	3	1	3	48	5
304	4	0	0	8	2	7	192	14
310	4	0	0	11	2	11	288	21
316	4	0	0	9	2	9	240	17
322	4	0	0	1	1	1	360	1
328	4	0	0	13	1	2	24	3
340	4	0	0	5	1	5	96	9
346	4	0	0	19	2	8	216	15
358	4	0	0	7	2	7	192	13
364	4	0	0	6	1	5	96	10
