onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	9	2	9	360	17
16	4	0	0	22	2	10	24	20
22	4	0	0	24	2	12	72	24
28	4	0	0	14	1	2	144	4
34	4	0	0	13	1	2	144	3
40	4	0	0	1	1	1	120	1
46	4	0	0	11	2	11	48	21
52	4	0	0	3	1	3	168	5
58	4	0	0	4	1	3	168	6
64	4	0	0	16	1	4	192	8
70	4	0	0	5	1	5	216	9
76	4	0	0	15	1	4	192	7
88	4	0	0	7	2	7	312	13
94	4	0	0	6	1	5	216	10
100	4	0	0	19	2	8	336	15
106	4	0	0	23	2	12	72	23
118	4	0	0	17	1	6	240	11
124	4	0	0	12	2	11	48	22
130	4	0	0	20	2	8	336	16
136	4	0	0	10	2	9	360	18
142	4	0	0	18	1	6	240	12
154	4	0	0	21	2	10	24	19
160	4	0	0	2	1	1	120	2
172	4	0	0	8	2	7	312	14
184	4	0	0	8	2	7	312	14
190	4	0	0	4	1	3	168	6
196	4	0	0	6	1	5	216	10
202	4	0	0	16	1	4	192	8
214	4	0	0	17	1	6	240	11
220	4	0	0	5	1	5	216	9
226	4	0	0	23	2	12	72	23
232	4	0	0	15	1	4	192	7
238	4	0	0	20	2	8	336	16
244	4	0	0	7	2	7	312	13
256	4	0	0	19	2	8	336	15
262	4	0	0	10	2	9	360	18
274	4	0	0	21	2	10	24	19
280	4	0	0	12	2	11	48	22
286	4	0	0	11	2	11	48	21
292	4	0	0	22	2	10	24	20
304	4	0	0	9	2	9	360	17
310	4	0	0	1	1	1	120	1
322	4	0	0	3	1	3	168	5
328	4	0	0	14	1	2	144	4
340	4	0	0	13	1	2	144	3
352	4	0	0	2	1	1	120	2
358	4	0	0	24	2	12	72	24
364	4	0	0	18	1	6	240	12
