onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	20	2	8	72	16
16	4	0	0	6	1	5	312	10
22	4	0	0	12	2	11	144	22
28	4	0	0	24	2	12	168	24
34	4	0	0	17	1	6	336	11
40	4	0	0	1	1	1	216	1
52	4	0	0	8	2	7	48	14
58	4	0	0	4	1	3	264	6
64	4	0	0	2	1	1	216	2
70	4	0	0	21	2	10	120	19
82	4	0	0	10	2	9	96	18
88	4	0	0	19	2	8	72	15
100	4	0	0	18	1	6	336	12
112	4	0	0	11	2	11	144	21
118	4	0	0	7	2	7	48	13
124	4	0	0	5	1	5	312	9
130	4	0	0	16	1	4	288	8
136	4	0	0	9	2	9	96	17
142	4	0	0	3	1	3	264	5
148	4	0	0	13	1	2	240	3
154	4	0	0	15	1	4	288	7
166	4	0	0	14	1	2	240	4
172	4	0	0	23	2	12	168	23
178	4	0	0	22	2	10	120	20
190	4	0	0	4	1	3	264	6
202	4	0	0	3	1	3	264	5
214	4	0	0	16	1	4	288	8
220	4	0	0	24	2	12	168	24
226	4	0	0	5	1	5	312	9
232	4	0	0	2	1	1	216	2
238	4	0	0	12	2	11	144	22
244	4	0	0	19	2	8	72	15
250	4	0	0	14	1	2	240	4
262	4	0	0	22	2	10	120	20
268	4	0	0	1	1	1	216	1
274	4	0	0	23	2	12	168	23
286	4	0	0	10	2	9	96	18
292	4	0	0	15	1	4	288	7
298	4	0	0	18	1	6	336	12
304	4	0	0	17	1	6	336	11
310	4	0	0	20	2	8	72	16
316	4	0	0	9	2	9	96	17
328	4	0	0	21	2	10	120	19
334	4	0	0	8	2	7	48	14
340	4	0	0	11	2	11	144	21
352	4	0	0	13	1	2	240	3
358	4	0	0	6	1	5	312	10
364	4	0	0	7	2	7	48	13
