onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	11	2	11	144	21
14	2	0	0	21	2	10	120	19
18	2	0	0	17	1	6	336	11
22	2	0	0	20	2	8	72	16
26	2	0	0	14	1	2	240	4
30	2	0	0	2	1	1	216	2
34	2	0	0	1	1	1	216	1
42	2	0	0	19	2	8	72	15
46	2	0	0	16	1	4	288	8
50	2	0	0	9	2	9	96	17
54	2	0	0	22	2	10	120	20
58	2	0	0	4	1	3	264	6
62	2	0	0	8	2	7	48	14
66	2	0	0	23	2	12	168	23
70	2	0	0	3	1	3	264	5
74	2	0	0	13	1	2	240	3
78	2	0	0	5	1	5	312	9
82	2	0	0	12	2	11	144	22
90	2	0	0	7	2	7	48	13
94	2	0	0	24	2	12	168	24
98	2	0	0	15	1	4	288	7
102	2	0	0	6	1	5	312	10
106	2	0	0	10	2	9	96	18
110	2	0	0	18	1	6	336	12
114	2	0	0	11	2	11	144	21
122	2	0	0	15	1	4	288	7
126	2	0	0	8	2	7	48	14
130	2	0	0	6	1	5	312	10
138	2	0	0	9	2	9	96	17
142	2	0	0	16	1	4	288	8
146	2	0	0	5	1	5	312	9
150	2	0	0	14	1	2	240	4
158	2	0	0	4	1	3	264	6
162	2	0	0	3	1	3	264	5
166	2	0	0	12	2	11	144	22
170	2	0	0	1	1	1	216	1
174	2	0	0	24	2	12	168	24
182	2	0	0	10	2	9	96	18
186	2	0	0	23	2	12	168	23
190	2	0	0	13	1	2	240	3
198	2	0	0	18	1	6	336	12
206	2	0	0	2	1	1	216	2
214	2	0	0	7	2	7	48	13
218	2	0	0	17	1	6	336	11
226	2	0	0	22	2	10	120	20
234	2	0	0	21	2	10	120	19
238	2	0	0	20	2	8	72	16
246	2	0	0	19	2	8	72	15
