onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	10	2	9	264	18
16	4	0	0	7	2	7	216	13
22	4	0	0	3	1	3	72	5
34	4	0	0	4	1	3	72	6
46	4	0	0	8	2	7	216	14
58	4	0	0	19	2	8	240	15
64	4	0	0	24	2	12	336	24
70	4	0	0	1	1	1	24	1
76	4	0	0	14	1	2	48	4
88	4	0	0	12	2	11	312	22
94	4	0	0	16	1	4	96	8
100	4	0	0	20	2	8	240	16
106	4	0	0	2	1	1	24	2
112	4	0	0	13	1	2	48	3
124	4	0	0	18	1	6	144	12
130	4	0	0	23	2	12	336	23
142	4	0	0	22	2	10	288	20
148	4	0	0	17	1	6	144	11
154	4	0	0	6	1	5	120	10
160	4	0	0	11	2	11	312	21
166	4	0	0	15	1	4	96	7
178	4	0	0	9	2	9	264	17
184	4	0	0	5	1	5	120	9
190	4	0	0	21	2	10	288	19
196	4	0	0	16	1	4	96	8
202	4	0	0	10	2	9	264	18
208	4	0	0	13	1	2	48	3
214	4	0	0	20	2	8	240	16
226	4	0	0	24	2	12	336	24
238	4	0	0	3	1	3	72	5
244	4	0	0	7	2	7	216	13
256	4	0	0	8	2	7	216	14
262	4	0	0	18	1	6	144	12
268	4	0	0	17	1	6	144	11
280	4	0	0	6	1	5	120	10
286	4	0	0	19	2	8	240	15
292	4	0	0	2	1	1	24	2
304	4	0	0	1	1	1	24	1
310	4	0	0	11	2	11	312	21
316	4	0	0	22	2	10	288	20
322	4	0	0	23	2	12	336	23
328	4	0	0	5	1	5	120	9
334	4	0	0	12	2	11	312	22
340	4	0	0	15	1	4	96	7
346	4	0	0	9	2	9	264	17
352	4	0	0	4	1	3	72	6
358	4	0	0	14	1	2	48	4
364	4	0	0	21	2	10	288	19
