onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	12	2	11	48	22
14	2	0	0	5	1	5	216	9
18	2	0	0	10	2	9	360	18
22	2	0	0	3	1	3	168	5
26	2	0	0	19	2	8	336	15
30	2	0	0	17	1	6	240	11
34	2	0	0	8	2	7	312	14
38	2	0	0	22	2	10	24	20
42	2	0	0	18	1	6	240	12
46	2	0	0	1	1	1	120	1
50	2	0	0	14	1	2	144	4
54	2	0	0	9	2	9	360	17
62	2	0	0	23	2	12	72	23
66	2	0	0	13	1	2	144	3
70	2	0	0	7	2	7	312	13
74	2	0	0	20	2	8	336	16
82	2	0	0	11	2	11	48	21
86	2	0	0	15	1	4	192	7
90	2	0	0	21	2	10	24	19
94	2	0	0	16	1	4	192	8
102	2	0	0	4	1	3	168	6
106	2	0	0	24	2	12	72	24
114	2	0	0	6	1	5	216	10
122	2	0	0	2	1	1	120	2
126	2	0	0	22	2	10	24	20
130	2	0	0	14	1	2	144	4
138	2	0	0	24	2	12	72	24
142	2	0	0	6	1	5	216	10
146	2	0	0	5	1	5	216	9
150	2	0	0	7	2	7	312	13
154	2	0	0	3	1	3	168	5
158	2	0	0	17	1	6	240	11
166	2	0	0	1	1	1	120	1
170	2	0	0	2	1	1	120	2
174	2	0	0	18	1	6	240	12
182	2	0	0	12	2	11	48	22
186	2	0	0	8	2	7	312	14
190	2	0	0	9	2	9	360	17
198	2	0	0	21	2	10	24	19
206	2	0	0	15	1	4	192	7
210	2	0	0	13	1	2	144	3
214	2	0	0	23	2	12	72	23
222	2	0	0	10	2	9	360	18
226	2	0	0	19	2	8	336	15
230	2	0	0	4	1	3	168	6
234	2	0	0	11	2	11	48	21
238	2	0	0	16	1	4	192	8
246	2	0	0	20	2	8	336	16
