onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	1	1	1	312	1
14	2	0	0	12	2	11	240	22
18	2	0	0	13	1	2	336	3
22	2	0	0	7	2	7	144	13
30	2	0	0	20	2	8	168	16
34	2	0	0	19	2	8	168	15
38	2	0	0	16	1	4	24	8
42	2	0	0	8	2	7	144	14
46	2	0	0	10	2	9	192	18
54	2	0	0	17	1	6	72	11
58	2	0	0	6	1	5	48	10
62	2	0	0	15	1	4	24	7
66	2	0	0	24	2	12	264	24
70	2	0	0	5	1	5	48	9
78	2	0	0	2	1	1	312	2
82	2	0	0	14	1	2	336	4
86	2	0	0	22	2	10	216	20
90	2	0	0	18	1	6	72	12
98	2	0	0	11	2	11	240	21
102	2	0	0	4	1	3	360	6
110	2	0	0	9	2	9	192	17
118	2	0	0	3	1	3	360	5
122	2	0	0	23	2	12	264	23
126	2	0	0	21	2	10	216	19
130	2	0	0	5	1	5	48	9
134	2	0	0	1	1	1	312	1
138	2	0	0	22	2	10	216	20
142	2	0	0	3	1	3	360	5
146	2	0	0	11	2	11	240	21
150	2	0	0	9	2	9	192	17
158	2	0	0	21	2	10	216	19
162	2	0	0	10	2	9	192	18
166	2	0	0	20	2	8	168	16
174	2	0	0	12	2	11	240	22
178	2	0	0	15	1	4	24	7
182	2	0	0	23	2	12	264	23
190	2	0	0	4	1	3	360	6
194	2	0	0	24	2	12	264	24
202	2	0	0	7	2	7	144	13
206	2	0	0	19	2	8	168	15
210	2	0	0	2	1	1	312	2
214	2	0	0	13	1	2	336	3
218	2	0	0	8	2	7	144	14
222	2	0	0	18	1	6	72	12
230	2	0	0	6	1	5	48	10
234	2	0	0	16	1	4	24	8
242	2	0	0	17	1	6	72	11
246	2	0	0	14	1	2	336	4
