onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	10	2	9	48	18
14	2	0	0	5	1	5	264	9
18	2	0	0	22	2	10	72	20
22	2	0	0	6	1	5	264	10
26	2	0	0	23	2	12	120	23
30	2	0	0	16	1	4	240	8
34	2	0	0	12	2	11	96	22
42	2	0	0	15	1	4	240	7
46	2	0	0	18	1	6	288	12
54	2	0	0	8	2	7	360	14
62	2	0	0	14	1	2	192	4
66	2	0	0	19	2	8	24	15
70	2	0	0	11	2	11	96	21
74	2	0	0	24	2	12	120	24
78	2	0	0	21	2	10	72	19
82	2	0	0	2	1	1	168	2
90	2	0	0	17	1	6	288	11
94	2	0	0	1	1	1	168	1
98	2	0	0	4	1	3	216	6
106	2	0	0	9	2	9	48	17
110	2	0	0	13	1	2	192	3
114	2	0	0	7	2	7	360	13
118	2	0	0	20	2	8	24	16
122	2	0	0	3	1	3	216	5
126	2	0	0	9	2	9	48	17
134	2	0	0	10	2	9	48	18
138	2	0	0	20	2	8	24	16
142	2	0	0	6	1	5	264	10
150	2	0	0	17	1	6	288	11
154	2	0	0	12	2	11	96	22
162	2	0	0	22	2	10	72	20
166	2	0	0	4	1	3	216	6
170	2	0	0	16	1	4	240	8
174	2	0	0	21	2	10	72	19
178	2	0	0	8	2	7	360	14
186	2	0	0	5	1	5	264	9
194	2	0	0	15	1	4	240	7
198	2	0	0	13	1	2	192	3
202	2	0	0	3	1	3	216	5
206	2	0	0	11	2	11	96	21
210	2	0	0	2	1	1	168	2
214	2	0	0	14	1	2	192	4
218	2	0	0	24	2	12	120	24
222	2	0	0	19	2	8	24	15
226	2	0	0	1	1	1	168	1
234	2	0	0	18	1	6	288	12
242	2	0	0	7	2	7	360	13
246	2	0	0	23	2	12	120	23
