onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	14	1	2	192	4
16	4	0	0	22	2	10	72	20
22	4	0	0	4	1	3	216	6
28	4	0	0	7	2	7	360	13
34	4	0	0	17	1	6	288	11
40	4	0	0	13	1	2	192	3
52	4	0	0	11	2	11	96	21
58	4	0	0	16	1	4	240	8
64	4	0	0	10	2	9	48	18
70	4	0	0	18	1	6	288	12
82	4	0	0	23	2	12	120	23
88	4	0	0	19	2	8	24	15
100	4	0	0	3	1	3	216	5
106	4	0	0	24	2	12	120	24
112	4	0	0	20	2	8	24	16
118	4	0	0	8	2	7	360	14
124	4	0	0	2	1	1	168	2
136	4	0	0	12	2	11	96	22
142	4	0	0	5	1	5	264	9
148	4	0	0	6	1	5	264	10
154	4	0	0	1	1	1	168	1
160	4	0	0	15	1	4	240	7
166	4	0	0	21	2	10	72	19
172	4	0	0	9	2	9	48	17
178	4	0	0	16	1	4	240	8
190	4	0	0	4	1	3	216	6
196	4	0	0	8	2	7	360	14
208	4	0	0	24	2	12	120	24
220	4	0	0	6	1	5	264	10
226	4	0	0	13	1	2	192	3
238	4	0	0	3	1	3	216	5
244	4	0	0	14	1	2	192	4
256	4	0	0	12	2	11	96	22
262	4	0	0	7	2	7	360	13
274	4	0	0	18	1	6	288	12
280	4	0	0	5	1	5	264	9
286	4	0	0	1	1	1	168	1
292	4	0	0	15	1	4	240	7
298	4	0	0	22	2	10	72	20
304	4	0	0	10	2	9	48	18
310	4	0	0	9	2	9	48	17
322	4	0	0	19	2	8	24	15
328	4	0	0	2	1	1	168	2
334	4	0	0	11	2	11	96	21
346	4	0	0	23	2	12	120	23
352	4	0	0	20	2	8	24	16
358	4	0	0	21	2	10	72	19
364	4	0	0	17	1	6	288	11
