onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	14	1	2	288	4
14	2	0	0	16	1	4	336	8
22	2	0	0	9	2	9	144	17
26	2	0	0	11	2	11	192	21
30	2	0	0	1	1	1	264	1
34	2	0	0	18	1	6	24	12
42	2	0	0	21	2	10	168	19
46	2	0	0	15	1	4	336	7
54	2	0	0	8	2	7	96	14
58	2	0	0	6	1	5	360	10
62	2	0	0	3	1	3	312	5
66	2	0	0	2	1	1	264	2
70	2	0	0	24	2	12	216	24
74	2	0	0	7	2	7	96	13
82	2	0	0	20	2	8	120	16
90	2	0	0	5	1	5	360	9
94	2	0	0	23	2	12	216	23
98	2	0	0	17	1	6	24	11
102	2	0	0	4	1	3	312	6
106	2	0	0	22	2	10	168	20
114	2	0	0	13	1	2	288	3
118	2	0	0	10	2	9	144	18
122	2	0	0	12	2	11	192	22
130	2	0	0	19	2	8	120	15
134	2	0	0	11	2	11	192	21
142	2	0	0	9	2	9	144	17
146	2	0	0	21	2	10	168	19
150	2	0	0	15	1	4	336	7
154	2	0	0	23	2	12	216	23
158	2	0	0	22	2	10	168	20
166	2	0	0	17	1	6	24	11
170	2	0	0	24	2	12	216	24
174	2	0	0	6	1	5	360	10
178	2	0	0	7	2	7	96	13
182	2	0	0	13	1	2	288	3
186	2	0	0	10	2	9	144	18
190	2	0	0	16	1	4	336	8
194	2	0	0	3	1	3	312	5
202	2	0	0	5	1	5	360	9
206	2	0	0	8	2	7	96	14
210	2	0	0	2	1	1	264	2
218	2	0	0	1	1	1	264	1
222	2	0	0	4	1	3	312	6
230	2	0	0	20	2	8	120	16
234	2	0	0	14	1	2	288	4
238	2	0	0	19	2	8	120	15
242	2	0	0	12	2	11	192	22
246	2	0	0	18	1	6	24	12
