onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	17	1	6	24	11
16	4	0	0	7	2	7	96	13
28	4	0	0	23	2	12	216	23
34	4	0	0	22	2	10	168	20
40	4	0	0	5	1	5	360	9
52	4	0	0	13	1	2	288	3
58	4	0	0	16	1	4	336	8
64	4	0	0	3	1	3	312	5
70	4	0	0	20	2	8	120	16
76	4	0	0	12	2	11	192	22
82	4	0	0	24	2	12	216	24
88	4	0	0	11	2	11	192	21
94	4	0	0	14	1	2	288	4
106	4	0	0	21	2	10	168	19
112	4	0	0	15	1	4	336	7
118	4	0	0	19	2	8	120	15
124	4	0	0	2	1	1	264	2
136	4	0	0	1	1	1	264	1
142	4	0	0	6	1	5	360	10
148	4	0	0	18	1	6	24	12
154	4	0	0	8	2	7	96	14
160	4	0	0	10	2	9	144	18
166	4	0	0	9	2	9	144	17
172	4	0	0	4	1	3	312	6
178	4	0	0	12	2	11	192	22
184	4	0	0	8	2	7	96	14
190	4	0	0	4	1	3	312	6
196	4	0	0	9	2	9	144	17
208	4	0	0	7	2	7	96	13
214	4	0	0	16	1	4	336	8
220	4	0	0	18	1	6	24	12
232	4	0	0	6	1	5	360	10
238	4	0	0	1	1	1	264	1
250	4	0	0	24	2	12	216	24
256	4	0	0	22	2	10	168	20
262	4	0	0	3	1	3	312	5
268	4	0	0	13	1	2	288	3
274	4	0	0	17	1	6	24	11
286	4	0	0	23	2	12	216	23
298	4	0	0	21	2	10	168	19
310	4	0	0	2	1	1	264	2
316	4	0	0	15	1	4	336	7
322	4	0	0	10	2	9	144	18
328	4	0	0	20	2	8	120	16
334	4	0	0	5	1	5	360	9
346	4	0	0	14	1	2	288	4
358	4	0	0	19	2	8	120	15
364	4	0	0	11	2	11	192	21
