onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	18	1	6	144	12
16	4	0	0	14	1	2	48	4
22	4	0	0	24	2	12	336	24
28	4	0	0	20	2	8	240	16
34	4	0	0	16	1	4	96	8
46	4	0	0	2	1	1	24	2
52	4	0	0	15	1	4	96	7
64	4	0	0	22	2	10	288	20
70	4	0	0	7	2	7	216	13
76	4	0	0	4	1	3	72	6
82	4	0	0	1	1	1	24	1
88	4	0	0	23	2	12	336	23
94	4	0	0	12	2	11	312	22
106	4	0	0	19	2	8	240	15
112	4	0	0	3	1	3	72	5
118	4	0	0	13	1	2	48	3
124	4	0	0	5	1	5	120	9
130	4	0	0	21	2	10	288	19
136	4	0	0	6	1	5	120	10
148	4	0	0	17	1	6	144	11
160	4	0	0	10	2	9	264	18
166	4	0	0	8	2	7	216	14
172	4	0	0	9	2	9	264	17
178	4	0	0	11	2	11	312	21
184	4	0	0	10	2	9	264	18
190	4	0	0	19	2	8	240	15
196	4	0	0	16	1	4	96	8
208	4	0	0	20	2	8	240	16
214	4	0	0	11	2	11	312	21
220	4	0	0	1	1	1	24	1
226	4	0	0	4	1	3	72	6
232	4	0	0	23	2	12	336	23
238	4	0	0	3	1	3	72	5
244	4	0	0	12	2	11	312	22
250	4	0	0	18	1	6	144	12
256	4	0	0	24	2	12	336	24
268	4	0	0	5	1	5	120	9
280	4	0	0	8	2	7	216	14
292	4	0	0	22	2	10	288	20
304	4	0	0	6	1	5	120	10
310	4	0	0	13	1	2	48	3
316	4	0	0	17	1	6	144	11
322	4	0	0	14	1	2	48	4
328	4	0	0	15	1	4	96	7
334	4	0	0	7	2	7	216	13
346	4	0	0	2	1	1	24	2
358	4	0	0	21	2	10	288	19
364	4	0	0	9	2	9	264	17
