onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	24	2	12	48	24
16	4	0	0	21	2	10	360	19
22	4	0	0	19	2	8	312	15
28	4	0	0	8	2	7	288	14
34	4	0	0	17	1	6	216	11
40	4	0	0	3	1	3	144	5
46	4	0	0	23	2	12	48	23
52	4	0	0	7	2	7	288	13
64	4	0	0	1	1	1	96	1
76	4	0	0	5	1	5	192	9
88	4	0	0	9	2	9	336	17
94	4	0	0	11	2	11	24	21
100	4	0	0	6	1	5	192	10
106	4	0	0	10	2	9	336	18
112	4	0	0	14	1	2	120	4
118	4	0	0	4	1	3	144	6
124	4	0	0	2	1	1	96	2
130	4	0	0	12	2	11	24	22
142	4	0	0	18	1	6	216	12
148	4	0	0	22	2	10	360	20
154	4	0	0	20	2	8	312	16
160	4	0	0	13	1	2	120	3
166	4	0	0	16	1	4	168	8
172	4	0	0	15	1	4	168	7
178	4	0	0	12	2	11	24	22
184	4	0	0	10	2	9	336	18
190	4	0	0	15	1	4	168	7
196	4	0	0	19	2	8	312	15
202	4	0	0	5	1	5	192	9
208	4	0	0	13	1	2	120	3
214	4	0	0	23	2	12	48	23
220	4	0	0	18	1	6	216	12
226	4	0	0	16	1	4	168	8
232	4	0	0	11	2	11	24	21
238	4	0	0	17	1	6	216	11
244	4	0	0	1	1	1	96	1
250	4	0	0	9	2	9	336	17
262	4	0	0	4	1	3	144	6
274	4	0	0	3	1	3	144	5
286	4	0	0	20	2	8	312	16
298	4	0	0	6	1	5	192	10
304	4	0	0	8	2	7	288	14
310	4	0	0	22	2	10	360	20
322	4	0	0	2	1	1	96	2
334	4	0	0	7	2	7	288	13
340	4	0	0	24	2	12	48	24
352	4	0	0	21	2	10	360	19
364	4	0	0	14	1	2	120	4
