onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	22	2	10	216	20
14	2	0	0	9	2	9	192	17
18	2	0	0	13	1	2	336	3
22	2	0	0	19	2	8	168	15
26	2	0	0	10	2	9	192	18
34	2	0	0	24	2	12	264	24
38	2	0	0	16	1	4	24	8
42	2	0	0	20	2	8	168	16
46	2	0	0	8	2	7	144	14
50	2	0	0	5	1	5	48	9
54	2	0	0	1	1	1	312	1
58	2	0	0	15	1	4	24	7
62	2	0	0	7	2	7	144	13
66	2	0	0	12	2	11	240	22
70	2	0	0	21	2	10	216	19
74	2	0	0	14	1	2	336	4
78	2	0	0	2	1	1	312	2
82	2	0	0	23	2	12	264	23
86	2	0	0	3	1	3	360	5
90	2	0	0	17	1	6	72	11
94	2	0	0	4	1	3	360	6
98	2	0	0	11	2	11	240	21
102	2	0	0	18	1	6	72	12
106	2	0	0	6	1	5	48	10
110	2	0	0	19	2	8	168	15
114	2	0	0	1	1	1	312	1
118	2	0	0	6	1	5	48	10
126	2	0	0	16	1	4	24	8
130	2	0	0	24	2	12	264	24
138	2	0	0	9	2	9	192	17
142	2	0	0	23	2	12	264	23
146	2	0	0	15	1	4	24	7
154	2	0	0	18	1	6	72	12
158	2	0	0	22	2	10	216	20
166	2	0	0	8	2	7	144	14
170	2	0	0	4	1	3	360	6
174	2	0	0	2	1	1	312	2
182	2	0	0	14	1	2	336	4
190	2	0	0	12	2	11	240	22
194	2	0	0	21	2	10	216	19
198	2	0	0	7	2	7	144	13
202	2	0	0	5	1	5	48	9
210	2	0	0	11	2	11	240	21
218	2	0	0	17	1	6	72	11
226	2	0	0	20	2	8	168	16
230	2	0	0	13	1	2	336	3
238	2	0	0	3	1	3	360	5
246	2	0	0	10	2	9	192	18
