onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	2	1	1	312	2
16	4	0	0	13	1	2	336	3
22	4	0	0	21	2	10	216	19
28	4	0	0	20	2	8	168	16
34	4	0	0	9	2	9	192	17
46	4	0	0	10	2	9	192	18
58	4	0	0	24	2	12	264	24
70	4	0	0	5	1	5	48	9
76	4	0	0	23	2	12	264	23
82	4	0	0	6	1	5	48	10
88	4	0	0	3	1	3	360	5
100	4	0	0	18	1	6	72	12
106	4	0	0	15	1	4	24	7
118	4	0	0	19	2	8	168	15
124	4	0	0	14	1	2	336	4
130	4	0	0	16	1	4	24	8
136	4	0	0	11	2	11	240	21
142	4	0	0	12	2	11	240	22
148	4	0	0	22	2	10	216	20
154	4	0	0	17	1	6	72	11
160	4	0	0	4	1	3	360	6
172	4	0	0	8	2	7	144	14
178	4	0	0	7	2	7	144	13
184	4	0	0	1	1	1	312	1
190	4	0	0	4	1	3	360	6
196	4	0	0	20	2	8	168	16
208	4	0	0	22	2	10	216	20
214	4	0	0	16	1	4	24	8
220	4	0	0	23	2	12	264	23
226	4	0	0	21	2	10	216	19
232	4	0	0	13	1	2	336	3
238	4	0	0	10	2	9	192	18
244	4	0	0	1	1	1	312	1
250	4	0	0	17	1	6	72	11
256	4	0	0	15	1	4	24	7
268	4	0	0	3	1	3	360	5
280	4	0	0	2	1	1	312	2
292	4	0	0	14	1	2	336	4
298	4	0	0	6	1	5	48	10
304	4	0	0	9	2	9	192	17
310	4	0	0	11	2	11	240	21
316	4	0	0	19	2	8	168	15
322	4	0	0	8	2	7	144	14
328	4	0	0	7	2	7	144	13
334	4	0	0	5	1	5	48	9
346	4	0	0	24	2	12	264	24
352	4	0	0	12	2	11	240	22
364	4	0	0	18	1	6	72	12
