onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	11	2	11	360	21
22	4	0	0	2	1	1	72	2
28	4	0	0	7	2	7	264	13
34	4	0	0	5	1	5	168	9
46	4	0	0	4	1	3	120	6
52	4	0	0	19	2	8	288	15
58	4	0	0	6	1	5	168	10
64	4	0	0	17	1	6	192	11
70	4	0	0	8	2	7	264	14
82	4	0	0	14	1	2	96	4
88	4	0	0	16	1	4	144	8
94	4	0	0	3	1	3	120	5
106	4	0	0	20	2	8	288	16
112	4	0	0	12	2	11	360	22
124	4	0	0	1	1	1	72	1
130	4	0	0	9	2	9	312	17
136	4	0	0	15	1	4	144	7
148	4	0	0	21	2	10	336	19
154	4	0	0	18	1	6	192	12
160	4	0	0	13	1	2	96	3
172	4	0	0	10	2	9	312	18
178	4	0	0	23	2	12	24	23
184	4	0	0	24	2	12	24	24
190	4	0	0	22	2	10	336	20
196	4	0	0	15	1	4	144	7
208	4	0	0	5	1	5	168	9
214	4	0	0	23	2	12	24	23
220	4	0	0	14	1	2	96	4
226	4	0	0	13	1	2	96	3
232	4	0	0	11	2	11	360	21
238	4	0	0	21	2	10	336	19
244	4	0	0	12	2	11	360	22
256	4	0	0	2	1	1	72	2
262	4	0	0	22	2	10	336	20
268	4	0	0	17	1	6	192	11
280	4	0	0	16	1	4	144	8
286	4	0	0	4	1	3	120	6
292	4	0	0	24	2	12	24	24
298	4	0	0	10	2	9	312	18
304	4	0	0	6	1	5	168	10
316	4	0	0	8	2	7	264	14
322	4	0	0	19	2	8	288	15
328	4	0	0	18	1	6	192	12
334	4	0	0	20	2	8	288	16
340	4	0	0	9	2	9	312	17
346	4	0	0	7	2	7	264	13
358	4	0	0	1	1	1	72	1
364	4	0	0	3	1	3	120	5
