onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	5	1	5	168	9
18	2	0	0	21	2	10	336	19
22	2	0	0	4	1	3	120	6
30	2	0	0	13	1	2	96	3
34	2	0	0	12	2	11	360	22
38	2	0	0	20	2	8	288	16
46	2	0	0	2	1	1	72	2
50	2	0	0	16	1	4	144	8
54	2	0	0	23	2	12	24	23
62	2	0	0	10	2	9	312	18
66	2	0	0	11	2	11	360	21
70	2	0	0	7	2	7	264	13
78	2	0	0	22	2	10	336	20
82	2	0	0	24	2	12	24	24
86	2	0	0	15	1	4	144	7
94	2	0	0	18	1	6	192	12
98	2	0	0	6	1	5	168	10
102	2	0	0	1	1	1	72	1
106	2	0	0	17	1	6	192	11
110	2	0	0	3	1	3	120	5
114	2	0	0	14	1	2	96	4
122	2	0	0	19	2	8	288	15
126	2	0	0	9	2	9	312	17
130	2	0	0	8	2	7	264	14
134	2	0	0	3	1	3	120	5
138	2	0	0	1	1	1	72	1
142	2	0	0	22	2	10	336	20
146	2	0	0	19	2	8	288	15
154	2	0	0	2	1	1	72	2
158	2	0	0	14	1	2	96	4
162	2	0	0	23	2	12	24	23
166	2	0	0	11	2	11	360	21
174	2	0	0	9	2	9	312	17
178	2	0	0	12	2	11	360	22
186	2	0	0	17	1	6	192	11
190	2	0	0	16	1	4	144	8
194	2	0	0	8	2	7	264	14
198	2	0	0	21	2	10	336	19
202	2	0	0	15	1	4	144	7
206	2	0	0	4	1	3	120	6
210	2	0	0	13	1	2	96	3
214	2	0	0	18	1	6	192	12
218	2	0	0	5	1	5	168	9
222	2	0	0	20	2	8	288	16
230	2	0	0	6	1	5	168	10
234	2	0	0	24	2	12	24	24
242	2	0	0	7	2	7	264	13
246	2	0	0	10	2	9	312	18
