onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	21	2	10	264	19
16	4	0	0	17	1	6	120	11
22	4	0	0	4	1	3	48	6
28	4	0	0	1	1	1	360	1
40	4	0	0	14	1	2	24	4
46	4	0	0	9	2	9	240	17
52	4	0	0	12	2	11	288	22
58	4	0	0	8	2	7	192	14
64	4	0	0	5	1	5	96	9
70	4	0	0	24	2	12	312	24
76	4	0	0	19	2	8	216	15
88	4	0	0	23	2	12	312	23
100	4	0	0	20	2	8	216	16
106	4	0	0	16	1	4	72	8
112	4	0	0	11	2	11	288	21
118	4	0	0	22	2	10	264	20
130	4	0	0	15	1	4	72	7
136	4	0	0	6	1	5	96	10
142	4	0	0	2	1	1	360	2
148	4	0	0	18	1	6	120	12
154	4	0	0	13	1	2	24	3
160	4	0	0	10	2	9	240	18
166	4	0	0	7	2	7	192	13
178	4	0	0	3	1	3	48	5
184	4	0	0	5	1	5	96	9
190	4	0	0	21	2	10	264	19
202	4	0	0	24	2	12	312	24
214	4	0	0	9	2	9	240	17
226	4	0	0	8	2	7	192	14
232	4	0	0	14	1	2	24	4
238	4	0	0	1	1	1	360	1
244	4	0	0	13	1	2	24	3
250	4	0	0	4	1	3	48	6
256	4	0	0	10	2	9	240	18
262	4	0	0	2	1	1	360	2
268	4	0	0	3	1	3	48	5
274	4	0	0	11	2	11	288	21
286	4	0	0	23	2	12	312	23
292	4	0	0	18	1	6	120	12
304	4	0	0	16	1	4	72	8
310	4	0	0	20	2	8	216	16
316	4	0	0	12	2	11	288	22
322	4	0	0	17	1	6	120	11
334	4	0	0	19	2	8	216	15
340	4	0	0	7	2	7	192	13
352	4	0	0	22	2	10	264	20
358	4	0	0	6	1	5	96	10
364	4	0	0	15	1	4	72	7
