onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	8	2	7	216	14
18	2	0	0	17	1	6	144	11
22	2	0	0	20	2	8	240	16
26	2	0	0	14	1	2	48	4
34	2	0	0	5	1	5	120	9
38	2	0	0	13	1	2	48	3
46	2	0	0	2	1	1	24	2
50	2	0	0	4	1	3	72	6
58	2	0	0	23	2	12	336	23
62	2	0	0	3	1	3	72	5
66	2	0	0	9	2	9	264	17
70	2	0	0	24	2	12	336	24
74	2	0	0	12	2	11	312	22
78	2	0	0	19	2	8	240	15
86	2	0	0	21	2	10	288	19
90	2	0	0	16	1	4	96	8
94	2	0	0	7	2	7	216	13
98	2	0	0	15	1	4	96	7
106	2	0	0	10	2	9	264	18
114	2	0	0	11	2	11	312	21
118	2	0	0	18	1	6	144	12
122	2	0	0	1	1	1	24	1
126	2	0	0	22	2	10	288	20
130	2	0	0	6	1	5	120	10
134	2	0	0	11	2	11	312	21
138	2	0	0	9	2	9	264	17
142	2	0	0	5	1	5	120	9
146	2	0	0	21	2	10	288	19
154	2	0	0	15	1	4	96	7
162	2	0	0	22	2	10	288	20
166	2	0	0	1	1	1	24	1
170	2	0	0	24	2	12	336	24
178	2	0	0	8	2	7	216	14
182	2	0	0	2	1	1	24	2
186	2	0	0	18	1	6	144	12
190	2	0	0	19	2	8	240	15
194	2	0	0	12	2	11	312	22
198	2	0	0	23	2	12	336	23
206	2	0	0	13	1	2	48	3
210	2	0	0	20	2	8	240	16
214	2	0	0	17	1	6	144	11
218	2	0	0	16	1	4	96	8
222	2	0	0	3	1	3	72	5
226	2	0	0	7	2	7	216	13
234	2	0	0	10	2	9	264	18
238	2	0	0	6	1	5	120	10
242	2	0	0	4	1	3	72	6
246	2	0	0	14	1	2	48	4
