onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	3	1	3	72	5
16	4	0	0	5	1	5	120	9
22	4	0	0	22	2	10	288	20
28	4	0	0	2	1	1	24	2
34	4	0	0	24	2	12	336	24
40	4	0	0	9	2	9	264	17
46	4	0	0	1	1	1	24	1
52	4	0	0	7	2	7	216	13
58	4	0	0	16	1	4	96	8
70	4	0	0	4	1	3	72	6
82	4	0	0	10	2	9	264	18
88	4	0	0	14	1	2	48	4
94	4	0	0	11	2	11	312	21
100	4	0	0	18	1	6	144	12
112	4	0	0	13	1	2	48	3
118	4	0	0	19	2	8	240	15
130	4	0	0	15	1	4	96	7
136	4	0	0	12	2	11	312	22
142	4	0	0	20	2	8	240	16
154	4	0	0	17	1	6	144	11
166	4	0	0	6	1	5	120	10
178	4	0	0	21	2	10	288	19
184	4	0	0	8	2	7	216	14
190	4	0	0	23	2	12	336	23
196	4	0	0	23	2	12	336	23
208	4	0	0	22	2	10	288	20
214	4	0	0	18	1	6	144	12
220	4	0	0	17	1	6	144	11
232	4	0	0	12	2	11	312	22
238	4	0	0	21	2	10	288	19
244	4	0	0	15	1	4	96	7
250	4	0	0	4	1	3	72	6
262	4	0	0	8	2	7	216	14
268	4	0	0	6	1	5	120	10
274	4	0	0	1	1	1	24	1
280	4	0	0	13	1	2	48	3
292	4	0	0	9	2	9	264	17
298	4	0	0	10	2	9	264	18
304	4	0	0	2	1	1	24	2
310	4	0	0	7	2	7	216	13
316	4	0	0	3	1	3	72	5
322	4	0	0	14	1	2	48	4
328	4	0	0	11	2	11	312	21
334	4	0	0	16	1	4	96	8
346	4	0	0	19	2	8	240	15
352	4	0	0	20	2	8	240	16
358	4	0	0	5	1	5	120	9
364	4	0	0	24	2	12	336	24
