onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	9	2	9	48	17
16	4	0	0	1	1	1	168	1
22	4	0	0	23	2	12	120	23
28	4	0	0	15	1	4	240	7
34	4	0	0	2	1	1	168	2
40	4	0	0	4	1	3	216	6
46	4	0	0	14	1	2	192	4
58	4	0	0	13	1	2	192	3
64	4	0	0	11	2	11	96	21
70	4	0	0	6	1	5	264	10
82	4	0	0	18	1	6	288	12
94	4	0	0	22	2	10	72	20
100	4	0	0	10	2	9	48	18
106	4	0	0	12	2	11	96	22
118	4	0	0	20	2	8	24	16
130	4	0	0	19	2	8	24	15
136	4	0	0	7	2	7	360	13
148	4	0	0	21	2	10	72	19
154	4	0	0	5	1	5	264	9
160	4	0	0	16	1	4	240	8
166	4	0	0	8	2	7	360	14
172	4	0	0	24	2	12	120	24
178	4	0	0	17	1	6	288	11
190	4	0	0	3	1	3	216	5
202	4	0	0	2	1	1	168	2
208	4	0	0	22	2	10	72	20
220	4	0	0	10	2	9	48	18
226	4	0	0	15	1	4	240	7
232	4	0	0	12	2	11	96	22
238	4	0	0	18	1	6	288	12
244	4	0	0	14	1	2	192	4
250	4	0	0	20	2	8	24	16
256	4	0	0	5	1	5	264	9
262	4	0	0	13	1	2	192	3
268	4	0	0	19	2	8	24	15
274	4	0	0	8	2	7	360	14
280	4	0	0	9	2	9	48	17
286	4	0	0	6	1	5	264	10
292	4	0	0	4	1	3	216	6
298	4	0	0	1	1	1	168	1
304	4	0	0	7	2	7	360	13
316	4	0	0	17	1	6	288	11
322	4	0	0	16	1	4	240	8
328	4	0	0	23	2	12	120	23
340	4	0	0	21	2	10	72	19
346	4	0	0	3	1	3	216	5
352	4	0	0	24	2	12	120	24
364	4	0	0	11	2	11	96	21
