onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	22	2	10	360	20
16	4	0	0	7	2	7	288	13
22	4	0	0	4	1	3	144	6
28	4	0	0	9	2	9	336	17
34	4	0	0	23	2	12	48	23
40	4	0	0	12	2	11	24	22
46	4	0	0	2	1	1	96	2
52	4	0	0	17	1	6	216	11
58	4	0	0	20	2	8	312	16
64	4	0	0	6	1	5	192	10
70	4	0	0	13	1	2	120	3
76	4	0	0	21	2	10	360	19
82	4	0	0	1	1	1	96	1
94	4	0	0	10	2	9	336	18
106	4	0	0	11	2	11	24	21
112	4	0	0	24	2	12	48	24
124	4	0	0	16	1	4	168	8
130	4	0	0	15	1	4	168	7
142	4	0	0	3	1	3	144	5
148	4	0	0	5	1	5	192	9
154	4	0	0	8	2	7	288	14
160	4	0	0	19	2	8	312	15
166	4	0	0	14	1	2	120	4
172	4	0	0	18	1	6	216	12
178	4	0	0	15	1	4	168	7
184	4	0	0	16	1	4	168	8
190	4	0	0	7	2	7	288	13
196	4	0	0	22	2	10	360	20
202	4	0	0	10	2	9	336	18
214	4	0	0	12	2	11	24	22
226	4	0	0	20	2	8	312	16
232	4	0	0	23	2	12	48	23
244	4	0	0	5	1	5	192	9
256	4	0	0	21	2	10	360	19
268	4	0	0	17	1	6	216	11
274	4	0	0	6	1	5	192	10
280	4	0	0	18	1	6	216	12
286	4	0	0	3	1	3	144	5
292	4	0	0	2	1	1	96	2
298	4	0	0	8	2	7	288	14
310	4	0	0	9	2	9	336	17
316	4	0	0	11	2	11	24	21
322	4	0	0	24	2	12	48	24
334	4	0	0	1	1	1	96	1
346	4	0	0	4	1	3	144	6
352	4	0	0	19	2	8	312	15
358	4	0	0	14	1	2	120	4
364	4	0	0	13	1	2	120	3
