onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	1	1	1	264	1
14	2	0	0	6	1	5	360	10
18	2	0	0	13	1	2	288	3
26	2	0	0	4	1	3	312	6
30	2	0	0	22	2	10	168	20
34	2	0	0	8	2	7	96	14
38	2	0	0	23	2	12	216	23
42	2	0	0	10	2	9	144	18
46	2	0	0	5	1	5	360	9
50	2	0	0	15	1	4	336	7
58	2	0	0	20	2	8	120	16
66	2	0	0	24	2	12	216	24
70	2	0	0	2	1	1	264	2
74	2	0	0	11	2	11	192	21
82	2	0	0	12	2	11	192	22
86	2	0	0	16	1	4	336	8
90	2	0	0	3	1	3	312	5
94	2	0	0	21	2	10	168	19
98	2	0	0	14	1	2	288	4
102	2	0	0	18	1	6	24	12
110	2	0	0	9	2	9	144	17
114	2	0	0	19	2	8	120	15
122	2	0	0	7	2	7	96	13
126	2	0	0	17	1	6	24	11
130	2	0	0	9	2	9	144	17
138	2	0	0	8	2	7	96	14
146	2	0	0	20	2	8	120	16
150	2	0	0	11	2	11	192	21
154	2	0	0	24	2	12	216	24
158	2	0	0	16	1	4	336	8
162	2	0	0	2	1	1	264	2
166	2	0	0	1	1	1	264	1
170	2	0	0	14	1	2	288	4
178	2	0	0	5	1	5	360	9
182	2	0	0	10	2	9	144	18
186	2	0	0	13	1	2	288	3
190	2	0	0	23	2	12	216	23
198	2	0	0	17	1	6	24	11
202	2	0	0	18	1	6	24	12
210	2	0	0	6	1	5	360	10
214	2	0	0	3	1	3	312	5
218	2	0	0	12	2	11	192	22
226	2	0	0	22	2	10	168	20
230	2	0	0	15	1	4	336	7
234	2	0	0	4	1	3	312	6
238	2	0	0	21	2	10	168	19
242	2	0	0	7	2	7	96	13
246	2	0	0	19	2	8	120	15
