onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	2	1	1	264	2
14	2	0	0	23	2	12	216	23
22	2	0	0	24	2	12	216	24
26	2	0	0	19	2	8	120	15
30	2	0	0	5	1	5	360	9
38	2	0	0	3	1	3	312	5
42	2	0	0	14	1	2	288	4
46	2	0	0	20	2	8	120	16
50	2	0	0	11	2	11	192	21
58	2	0	0	10	2	9	144	18
66	2	0	0	16	1	4	336	8
74	2	0	0	1	1	1	264	1
78	2	0	0	18	1	6	24	12
86	2	0	0	15	1	4	336	7
90	2	0	0	8	2	7	96	14
98	2	0	0	21	2	10	168	19
102	2	0	0	7	2	7	96	13
106	2	0	0	22	2	10	168	20
110	2	0	0	9	2	9	144	17
114	2	0	0	6	1	5	360	10
118	2	0	0	12	2	11	192	22
122	2	0	0	17	1	6	24	11
130	2	0	0	4	1	3	312	6
134	2	0	0	13	1	2	288	3
138	2	0	0	21	2	10	168	19
142	2	0	0	7	2	7	96	13
146	2	0	0	8	2	7	96	14
154	2	0	0	13	1	2	288	3
158	2	0	0	12	2	11	192	22
162	2	0	0	1	1	1	264	1
166	2	0	0	23	2	12	216	23
170	2	0	0	19	2	8	120	15
174	2	0	0	14	1	2	288	4
178	2	0	0	5	1	5	360	9
182	2	0	0	6	1	5	360	10
190	2	0	0	3	1	3	312	5
194	2	0	0	22	2	10	168	20
198	2	0	0	11	2	11	192	21
202	2	0	0	9	2	9	144	17
206	2	0	0	20	2	8	120	16
210	2	0	0	15	1	4	336	7
214	2	0	0	24	2	12	216	24
218	2	0	0	4	1	3	312	6
226	2	0	0	16	1	4	336	8
230	2	0	0	18	1	6	24	12
234	2	0	0	2	1	1	264	2
238	2	0	0	10	2	9	144	18
246	2	0	0	17	1	6	24	11
