onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	11	2	11	264	21
16	4	0	0	6	1	5	72	10
28	4	0	0	18	1	6	96	12
34	4	0	0	14	1	2	360	4
46	4	0	0	20	2	8	192	16
58	4	0	0	1	1	1	336	1
64	4	0	0	21	2	10	240	19
76	4	0	0	4	1	3	24	6
82	4	0	0	9	2	9	216	17
88	4	0	0	13	1	2	360	3
94	4	0	0	23	2	12	288	23
100	4	0	0	2	1	1	336	2
106	4	0	0	24	2	12	288	24
112	4	0	0	17	1	6	96	11
118	4	0	0	7	2	7	168	13
130	4	0	0	15	1	4	48	7
142	4	0	0	19	2	8	192	15
148	4	0	0	8	2	7	168	14
154	4	0	0	5	1	5	72	9
160	4	0	0	3	1	3	24	5
166	4	0	0	10	2	9	216	18
178	4	0	0	16	1	4	48	8
184	4	0	0	22	2	10	240	20
190	4	0	0	12	2	11	264	22
196	4	0	0	8	2	7	168	14
202	4	0	0	5	1	5	72	9
208	4	0	0	17	1	6	96	11
214	4	0	0	1	1	1	336	1
220	4	0	0	21	2	10	240	19
226	4	0	0	4	1	3	24	6
232	4	0	0	20	2	8	192	16
238	4	0	0	9	2	9	216	17
250	4	0	0	13	1	2	360	3
256	4	0	0	3	1	3	24	5
268	4	0	0	12	2	11	264	22
274	4	0	0	23	2	12	288	23
280	4	0	0	15	1	4	48	7
292	4	0	0	11	2	11	264	21
304	4	0	0	18	1	6	96	12
310	4	0	0	10	2	9	216	18
316	4	0	0	22	2	10	240	20
322	4	0	0	16	1	4	48	8
328	4	0	0	14	1	2	360	4
340	4	0	0	7	2	7	168	13
346	4	0	0	19	2	8	192	15
352	4	0	0	2	1	1	336	2
358	4	0	0	24	2	12	288	24
364	4	0	0	6	1	5	72	10
