onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	7	2	7	96	13
18	2	0	0	24	2	12	216	24
22	2	0	0	5	1	5	360	9
26	2	0	0	9	2	9	144	17
30	2	0	0	19	2	8	120	15
38	2	0	0	4	1	3	312	6
42	2	0	0	8	2	7	96	14
46	2	0	0	12	2	11	192	22
54	2	0	0	18	1	6	24	12
58	2	0	0	22	2	10	168	20
62	2	0	0	11	2	11	192	21
66	2	0	0	20	2	8	120	16
74	2	0	0	16	1	4	336	8
82	2	0	0	15	1	4	336	7
90	2	0	0	14	1	2	288	4
94	2	0	0	13	1	2	288	3
98	2	0	0	2	1	1	264	2
102	2	0	0	6	1	5	360	10
106	2	0	0	10	2	9	144	18
110	2	0	0	21	2	10	168	19
118	2	0	0	23	2	12	216	23
126	2	0	0	1	1	1	264	1
130	2	0	0	3	1	3	312	5
134	2	0	0	17	1	6	24	11
138	2	0	0	15	1	4	336	7
142	2	0	0	16	1	4	336	8
150	2	0	0	12	2	11	192	22
154	2	0	0	22	2	10	168	20
162	2	0	0	9	2	9	144	17
166	2	0	0	5	1	5	360	9
170	2	0	0	13	1	2	288	3
174	2	0	0	6	1	5	360	10
178	2	0	0	23	2	12	216	23
182	2	0	0	20	2	8	120	16
190	2	0	0	8	2	7	96	14
194	2	0	0	1	1	1	264	1
198	2	0	0	19	2	8	120	15
206	2	0	0	10	2	9	144	18
210	2	0	0	4	1	3	312	6
214	2	0	0	7	2	7	96	13
218	2	0	0	11	2	11	192	21
222	2	0	0	3	1	3	312	5
226	2	0	0	14	1	2	288	4
230	2	0	0	2	1	1	264	2
234	2	0	0	24	2	12	216	24
238	2	0	0	17	1	6	24	11
242	2	0	0	18	1	6	24	12
246	2	0	0	21	2	10	168	19
