onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	1	1	1	264	1
16	4	0	0	23	2	12	216	23
28	4	0	0	8	2	7	96	14
34	4	0	0	16	1	4	336	8
40	4	0	0	7	2	7	96	13
52	4	0	0	13	1	2	288	3
64	4	0	0	4	1	3	312	6
70	4	0	0	20	2	8	120	16
76	4	0	0	14	1	2	288	4
82	4	0	0	10	2	9	144	18
94	4	0	0	15	1	4	336	7
100	4	0	0	18	1	6	24	12
112	4	0	0	5	1	5	360	9
118	4	0	0	19	2	8	120	15
124	4	0	0	2	1	1	264	2
130	4	0	0	22	2	10	168	20
136	4	0	0	3	1	3	312	5
142	4	0	0	6	1	5	360	10
148	4	0	0	12	2	11	192	22
154	4	0	0	24	2	12	216	24
160	4	0	0	11	2	11	192	21
172	4	0	0	9	2	9	144	17
178	4	0	0	17	1	6	24	11
184	4	0	0	21	2	10	168	19
190	4	0	0	22	2	10	168	20
202	4	0	0	1	1	1	264	1
208	4	0	0	2	1	1	264	2
220	4	0	0	4	1	3	312	6
226	4	0	0	11	2	11	192	21
238	4	0	0	12	2	11	192	22
244	4	0	0	7	2	7	96	13
250	4	0	0	3	1	3	312	5
256	4	0	0	9	2	9	144	17
262	4	0	0	23	2	12	216	23
268	4	0	0	21	2	10	168	19
274	4	0	0	8	2	7	96	14
280	4	0	0	24	2	12	216	24
286	4	0	0	16	1	4	336	8
292	4	0	0	5	1	5	360	9
298	4	0	0	18	1	6	24	12
304	4	0	0	10	2	9	144	18
316	4	0	0	19	2	8	120	15
322	4	0	0	17	1	6	24	11
328	4	0	0	6	1	5	360	10
340	4	0	0	15	1	4	336	7
346	4	0	0	20	2	8	120	16
358	4	0	0	14	1	2	288	4
364	4	0	0	13	1	2	288	3
