onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	1	1	1	96	1
14	2	0	0	2	1	1	96	2
18	2	0	0	3	1	3	144	5
22	2	0	0	16	1	4	168	8
26	2	0	0	13	1	2	120	3
34	2	0	0	10	2	9	336	18
38	2	0	0	22	2	10	360	20
46	2	0	0	20	2	8	312	16
50	2	0	0	4	1	3	144	6
58	2	0	0	12	2	11	24	22
62	2	0	0	18	1	6	216	12
66	2	0	0	8	2	7	288	14
70	2	0	0	5	1	5	192	9
78	2	0	0	6	1	5	192	10
82	2	0	0	11	2	11	24	21
86	2	0	0	14	1	2	120	4
90	2	0	0	7	2	7	288	13
94	2	0	0	24	2	12	48	24
98	2	0	0	15	1	4	168	7
106	2	0	0	17	1	6	216	11
110	2	0	0	9	2	9	336	17
114	2	0	0	21	2	10	360	19
118	2	0	0	23	2	12	48	23
126	2	0	0	19	2	8	312	15
134	2	0	0	5	1	5	192	9
138	2	0	0	14	1	2	120	4
142	2	0	0	20	2	8	312	16
146	2	0	0	4	1	3	144	6
150	2	0	0	15	1	4	168	7
154	2	0	0	22	2	10	360	20
162	2	0	0	11	2	11	24	21
166	2	0	0	8	2	7	288	14
170	2	0	0	16	1	4	168	8
174	2	0	0	19	2	8	312	15
182	2	0	0	3	1	3	144	5
190	2	0	0	24	2	12	48	24
194	2	0	0	12	2	11	24	22
198	2	0	0	9	2	9	336	17
202	2	0	0	2	1	1	96	2
210	2	0	0	10	2	9	336	18
218	2	0	0	23	2	12	48	23
222	2	0	0	6	1	5	192	10
226	2	0	0	1	1	1	96	1
230	2	0	0	7	2	7	288	13
234	2	0	0	18	1	6	216	12
238	2	0	0	21	2	10	360	19
242	2	0	0	13	1	2	120	3
246	2	0	0	17	1	6	216	11
