onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	7	2	7	24	13
14	2	0	0	22	2	10	96	20
18	2	0	0	20	2	8	48	16
22	2	0	0	3	1	3	240	5
26	2	0	0	17	1	6	312	11
30	2	0	0	4	1	3	240	6
34	2	0	0	16	1	4	264	8
38	2	0	0	19	2	8	48	15
42	2	0	0	9	2	9	72	17
46	2	0	0	13	1	2	216	3
54	2	0	0	11	2	11	120	21
58	2	0	0	5	1	5	288	9
66	2	0	0	14	1	2	216	4
70	2	0	0	12	2	11	120	22
74	2	0	0	21	2	10	96	19
82	2	0	0	10	2	9	72	18
86	2	0	0	8	2	7	24	14
94	2	0	0	2	1	1	192	2
98	2	0	0	15	1	4	264	7
102	2	0	0	1	1	1	192	1
106	2	0	0	18	1	6	312	12
114	2	0	0	23	2	12	144	23
118	2	0	0	6	1	5	288	10
126	2	0	0	24	2	12	144	24
130	2	0	0	3	1	3	240	5
134	2	0	0	2	1	1	192	2
138	2	0	0	19	2	8	48	15
142	2	0	0	8	2	7	24	14
150	2	0	0	4	1	3	240	6
154	2	0	0	7	2	7	24	13
158	2	0	0	9	2	9	72	17
166	2	0	0	14	1	2	216	4
170	2	0	0	11	2	11	120	21
174	2	0	0	18	1	6	312	12
178	2	0	0	15	1	4	264	7
182	2	0	0	5	1	5	288	9
186	2	0	0	22	2	10	96	20
190	2	0	0	1	1	1	192	1
194	2	0	0	12	2	11	120	22
202	2	0	0	24	2	12	144	24
210	2	0	0	21	2	10	96	19
214	2	0	0	13	1	2	216	3
218	2	0	0	16	1	4	264	8
222	2	0	0	20	2	8	48	16
230	2	0	0	17	1	6	312	11
234	2	0	0	6	1	5	288	10
238	2	0	0	10	2	9	72	18
246	2	0	0	23	2	12	144	23
