onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	8	2	7	24	14
16	4	0	0	1	1	1	192	1
22	4	0	0	10	2	9	72	18
28	4	0	0	17	1	6	312	11
40	4	0	0	13	1	2	216	3
52	4	0	0	3	1	3	240	5
58	4	0	0	22	2	10	96	20
64	4	0	0	5	1	5	288	9
70	4	0	0	6	1	5	288	10
82	4	0	0	24	2	12	144	24
88	4	0	0	7	2	7	24	13
94	4	0	0	21	2	10	96	19
100	4	0	0	2	1	1	192	2
106	4	0	0	12	2	11	120	22
112	4	0	0	4	1	3	240	6
118	4	0	0	14	1	2	216	4
130	4	0	0	23	2	12	144	23
136	4	0	0	15	1	4	264	7
142	4	0	0	20	2	8	48	16
148	4	0	0	18	1	6	312	12
154	4	0	0	9	2	9	72	17
160	4	0	0	16	1	4	264	8
166	4	0	0	19	2	8	48	15
172	4	0	0	11	2	11	120	21
178	4	0	0	7	2	7	24	13
190	4	0	0	24	2	12	144	24
202	4	0	0	18	1	6	312	12
208	4	0	0	11	2	11	120	21
214	4	0	0	14	1	2	216	4
220	4	0	0	10	2	9	72	18
226	4	0	0	3	1	3	240	5
232	4	0	0	17	1	6	312	11
238	4	0	0	2	1	1	192	2
244	4	0	0	16	1	4	264	8
250	4	0	0	15	1	4	264	7
256	4	0	0	20	2	8	48	16
268	4	0	0	6	1	5	288	10
280	4	0	0	8	2	7	24	14
286	4	0	0	13	1	2	216	3
292	4	0	0	21	2	10	96	19
304	4	0	0	4	1	3	240	6
310	4	0	0	19	2	8	48	15
316	4	0	0	9	2	9	72	17
322	4	0	0	23	2	12	144	23
328	4	0	0	5	1	5	288	9
340	4	0	0	12	2	11	120	22
352	4	0	0	22	2	10	96	20
364	4	0	0	1	1	1	192	1
